reqId,title,company,hiringOrg,timeType,postedOn,startDate,postingAgeDays,primaryLocation,nLocations,locations,remoteFlag,stateCodes,country,questionnaireId,similarJobsCount,description,descriptionLength,url,detailError,linkedinUrl,linkedinPostedDate,numApplicants,applicantLabel,dateDeltaDays,corroborationStatus,matchMethod,firstSeenDate,corroboratedOn,dumpDate,endDate,daysOnMarket,daysOnMarketBasis,censored,repostCount,lastResetDate,applicationDeadline,daysLeftToApply,workerSubType,jobFamilyGroup,earliestEvidenceDate,crossSourceRepostEvidence,applicantCensored,h1bFilings,h1bWageP25,h1bWageP50,h1bWageP75,h1bMatchBasis,h1bMatchTitle
A192135,Internal Controls Business Partner,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the Team:
The Global Internal Control team is responsible for performing risk identification and assessing the design and operating effectiveness of internal controls across ByteDance global functions. The team's mission is to be a trusted advisor and add tangible value to the company through insightful and comprehensive risk management practices and proactive internal controls advisory support.

Role:
We are seeking an experienced Internal Controls professional to support controls to strengthen and streamline internal operations across both organizations. This role is critical to ensuring the business can scale and move quickly while remaining compliant with applicable local laws and industry regulations—without creating unnecessary friction or operational paralysis.

The ideal candidate brings a strong understanding of control frameworks (COSO, NIST, or COBIT...etc,.), experience working with regulated organizations (including social media or technology-driven companies), and the ability to translate complex regulatory requirements into practical, effective controls.

Responsibilities:
- Design, implement, and maintain internal controls aligned with global risk assessments of third parties/ BPO's and industry requirements.
- Support compliance efforts related to applicable regulations (e.g., data protection, financial controls, platform governance, operational risk).
- Partner cross-functionally with Legal, Finance, Product, Engineering, and Policy teams to embed controls into business processes.
- Assess control effectiveness and identify gaps, risks, and opportunities for improvement.
- Translate complex regulatory or operational requirements into clear, actionable control frameworks.
- Ensure controls enable business agility and scalability without slowing execution.
- Support audits, regulatory inquiries, and internal assessments as needed.
- Develop documentation, policies, and procedures that clearly articulate control expectations.
- Provide guidance and education to stakeholders on control design, compliance requirements, and risk mitigation.

Minimum Qualifications:
- 5+ years of experience in internal controls, risk management, compliance, audit, or related disciplines.
- Strong knowledge of global regulatory and control environments, including U.S. regulations and frameworks or other operational risk standards.
- Experience supporting regulated, fast-growing organizations, preferably in technology, social media, or similarly dynamic industries.
- Proven analytical and problem-solving skills, with the ability to break down complex issues into practical, structured solutions.
- Strong risk judgment, with the ability to assess detailed control issues while understanding broader business impact and trade-offs.
- Excellent written and verbal communication skills, including experience influencing and partnering with cross-functional and global stakeholders.
- Ability to balance risk management with business enablement, operating effectively across multi-jurisdictional teams in an evolving organization.",3070,https://joinbytedance.com/search/7623645683488147765,,https://www.linkedin.com/jobs/view/4435006424,2026-08-28,25,among first 25,,matched,title,2026-09-19,2026-09-19T06:45:53,2026-09-23,,26,startDate+linkedin,true,0,,,,,Corporate Function / Support,2026-08-28,,true,,,,,,
A149828A,Senior Software Engineer - AI Agent Memory Infrastructure ,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the Team
Join ByteDance’s AI Agent Memory Infrastructure team, where we build the core memory systems that power next-generation intelligent agents. Our focus is on creating a unified platform for long-term, conversational, and task-oriented memory, enabling more personalized and context-aware AI experiences.
We design and operate large-scale, low-latency, and highly reliable memory infrastructure, covering the full lifecycle from storage and retrieval to updating and optimization. Working at the intersection of LLMs, data systems, and context engineering, we tackle challenges in memory representation, retrieval, and multimodal fusion.

Partnering closely with model and product teams, we turn advanced research into scalable production systems that support a wide range of AI-driven applications.

Responsibilities
- Design, build, and evolve the next-generation memory infrastructure for AI agents, developing a unified platform that supports long-term memory, conversational memory, and task-oriented memory.
- Architect and optimize memory system pipelines for large-scale, low-latency, and high-availability environments, including data ingestion, storage, indexing, retrieval, updating, compression, and forgetting mechanisms to support real-time inference and personalized interactions.
- Explore key challenges at the intersection of large language models, context engineering, and data management, including memory representation, retrieval and ranking, conflict resolution, summarization and fusion, and memory lifecycle management.
- Design unified memory models and processing workflows for multimodal data (text, image, audio, behavioral signals), enhancing agents’ long-term consistency, personalization, and task completion in complex scenarios.
- Collaborate closely with model, application, and platform teams to productionize memory capabilities, and continuously optimize system performance across quality, latency, cost, reliability, and safety.
- Stay up-to-date with cutting-edge advancements and contribute to the long-term technical roadmap of AI agent memory systems, driving innovation and capability evolution.

Minimum Qualifications
- Bachelor’s degree or higher in Computer Science, Artificial Intelligence, Data Science, or related fields.
- Strong experience in distributed systems, databases, information retrieval systems, or AI infrastructure, with proven system design and production engineering capabilities.
- Proficient in at least one programming language such as Go, Python, or C++, with strong coding standards and engineering best practices.
- Solid understanding of core technologies in LLM applications, including but not limited to embeddings, retrieval-augmented generation (RAG), context engineering, retrieval systems, and long-term state management.
- Familiarity with one or more key areas in memory systems: memory extraction and representation, vector/graph indexing, retrieval and ranking, memory updating, compression and forgetting, multimodal memory fusion.

Preferred Qualifications
- Experience in agent memory systems, user profiling, recommendation/search feature platforms, or knowledge base systems.
- Contributions to or deep understanding of open-source memory frameworks such as mem0, memOS, memU, or similar solutions.
- Strong track record in databases, information retrieval, machine learning, or AI systems, including publications, impactful open-source work, or notable technical achievements.
- Experience in multimodal data processing, online inference systems, personalized agents, or long-term user state modeling.
- Ability to analyze and optimize trade-offs across system performance, latency, cost, and scalability from both system and algorithm perspectives; experience with complex production systems is highly preferred.",3815,https://joinbytedance.com/search/7626144409813387573,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,,,,,,
A78527,[General Hire] Site Reliability Engineer - Seattle,bytedance,ByteDance,Full time,,,,Seattle,1,Seattle,false,,United States of America,,0,"About the Team:
We are hiring exceptional engineers to join our Site Reliability Engineering (SRE) organization, supporting several key areas:

Data AML – powering applied machine learning at scale
Data Center & Supply Chain – ensuring global infrastructure availability and resilience
Data Infrastructure – building and scaling high-performance data systems
Data Arch – shaping the foundation and future of our recommendation systems

Our SRE teams sit at the intersection of software development and infrastructure operations, designing, building, and managing large-scale, highly distributed systems.

We take pride in overseeing one of the industry's most extensive cloud infrastructures. As software development evolves, assembling systems from diverse components has become the new standard. In this era, SREs play a central role—designing, developing, and operating these components while transforming them into cloud-managed, scalable, and reliable elements. Our professionals act as key connectors, ensuring seamless integration to deliver high-performing systems.

This is more than a role; it’s an opportunity to shape the future of technology. As part of our Data AML, Data Center & Supply Chain, Data Infrastructure, and Data Architecture SRE teams, you’ll directly contribute to the next chapter of data infrastructure. We’re building global teams around the world — join us and embark on this transformative journey!

Responsibilities:
- Participate in and enhance the complete service lifecycle, from inception and design, through development, capacity planning, launch reviews, deployment, operation, and refinement.
- Design and implement software platforms and monitoring frameworks to govern service-oriented architecture (SOA) efficiently, automatically, and intelligently.
- Develop and manage components of cloud-managed data infrastructure, encompassing technologies such as Kubernetes, Redis, MySQL, Flink, and more.
- Establish sustainable mechanisms for scaling systems, such as automation, to drive enhancements in reliability, efficiency, and velocity.
- Provide sustainable user support, manage incident responses, and conduct blameless postmortems as part of our ongoing efforts to improve our systems.

Minimum Qualifications:
• Bachelor's degree in Computer Science or a related technical field.
• At least 3 years of experience programming in one of the following Languages: C, C++, Java, Python, Go, and Rust.
• Familiar with Unix/Linux system internals, networking, and distributed systems.

Preferred Qualifications:
• Experience in MySQL, Redis, Ngnix, Kubernetes, Docker, OpenStack, Hadoop, Spark, Flink, etc.
• Experience in designing and analyzing large-scale distributed systems.
• Strong skills in problem solving and communication.",2775,https://joinbytedance.com/search/7550932741333305608,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,8,144000,146307,168858,subset,Site Reliability Engineer
A230533A,Corporate Strategy - Technical Strategy Expert (AI & Emerging Technologies),bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the Corporate Strategy Team
ByteDance's Corporate Strategy group is a small team of 8-10 people split between the United States and China. We serve as a thought partner to the management team, dedicating our time to answering the company's most important strategic questions and keeping the company attuned to external changes. Our mandate includes the following:
- Working closely with leaders across our business units, including TikTok, Al Effort, e-Commerce etc. to identify and answer key questions critical to the core business model, diagnose issues, influence the strategic direction of the product and help make key tradeoffs and decisions.
- Developing knowledge that helps the management team make better decisions over time. We stay close to the performance and progress on key strategic priorities of other major tech companies, carry out historical deep dives of various internet sectors and verticals across the technology stack e.g. Semis, Hardware, Operating Systems, build relationships with founders, investors, and researchers, and monitor macro trends that could impact our business.
If you enjoy switching between technical deep dives and executive-level discussions, and want to influence the direction of one of the world's largest tech companies, our team offers that opportunity.

Role Summary
Bring your engineering toolkit and first principles thinking to inform strategic decisions across ByteDance's AI initiatives. You will build a hands-on understanding of new models and developer tools, translate technical breakthroughs into clear business recommendations, and advise leadership on product roadmaps, partnerships, investments, and compute planning.
Working side-by-side with researchers, product managers, and executives, you will ensure our Al strategy remains technically sound and commercially compelling.

Key Responsibilities
- Drive Collaborative Deep-Dive Projects to Guide Al Direction
- Partner with researchers, product managers, and other members of the ByteDance Seed Al team to identify and evaluate the most important Al application layer opportunities, including in categories such as code generation, workflow automation, and domain-specific SaaS etc.
- Study the market opportunity, core business model and long term attractiveness of the opportunity. Analyze technical feasibility in detail and evaluate alignment with ByteDance priorities.
- Synthesize findings into clear recommendations that influence capital and talent allocation.
- Bring an outside-in perspective
- Keep ByteDance current on technical breakthroughs: study pivotal research papers.
- Follow advances in model architectures, training techniques, compute economics, developer tooling, and track news from leading research labs. Translate findings into clear takeaways for internal teams.
- Engage with the Bay Area developer and research community. Participate in hackathons, DevDays, and Al researcher meet-ups. Build and leverage your network of engineers, founders, and academics to surface insights, partnership leads, and help catch blind spots early for the company.
- Carry out in-depth first hand experience of Al products and run hands-on evaluations of developer-facing tools. Help identify inflection points where model capability enables new product opportunities and flag them for investment or incubation.
- Building Institutional Knowledge
- Undertake in-depth analysis of the leading technology companies across the stack, including players at the application, infrastructure, and hardware layers. Become the in-house expert on their strategies, economics, and trajectories.
- Conduct historical deep dives on sectors such as semiconductors, hardware, operating systems, and developer tooling. Distill lessons on innovation cycles, business-model shifts, and ecosystem formation that can guide future ByteDance decisions.

Minimum Qualification(s)
- B.S. or higher in Computer Science, Electrical/Computer Engineering, or related field.
- Ability to read academic papers and extract business implications.
- Structured problem solver with strong communication skills.",4112,https://joinbytedance.com/search/7542348706205747463,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,Corporate Function / Support,,,false,,,,,,
A150577,"Senior Software Engineer, AI Infra Compute",bytedance,ByteDance,Full time,,,,Seattle,1,Seattle,false,,United States of America,,0,"About the team:
Compute division focuses on building large-scale and highly available cloud infrastructure, which supports both public cloud products (like VolcEngine ECS service) and ByteDance internal products. Compute-US team focuses on the development and research of ByteDance compute infrastructure platform.

Responsibilities
- Design and implement prototypes of key technologies or products.
- Design and implement core feature improvements.
- Research and follow trends from industry companies, open-source communities and academia.
- Review design and implementation and ensure it is aligned with long term vision and roadmap.

Minimum Qualifications
1. BS or above degree in Computer Science or related technical field or equivalent practical experience.
2. 3 years experience as a senior development engineer.
3. 3 years experience of building large-scale cloud infrastructure.
4. Good communication, self-motivation, engineering practice, and working collaboratively in cross-functional teams.
5. Deep understanding of cloud infrastructure or AI infrastructure.
6. Familiar with at least one of the areas below: GPU Infra (GPU cluster management, job scheduling, collective communication libraries, etc; Machine learning frameworks and engines, like training frameworks, Inference engines (vLLM, SGLang, etc), Server hardware platform technologies (next-gen CPU, DPU, GPU, CXL, etc.)

Preferred Qualifications
1. Experience of building industry-leading public-cloud platforms such as AWS/Azure/GCP.
2. Experience of academic publications.",1551,https://joinbytedance.com/search/7475249601437780242,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,18,256979,276000,288750,subset,Senior Software Engineer
A162010,AI Agent R&D Expert- PICO- San Jose,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About team
We are the Engineering Architecture team of the PICO-Interactive Perception R&D Department. We are responsible for the architecture design and engineering implementation in the Interactive Perception Department. We focus on exploring the low-power consumption deployment of AI models, strive for excellence and aim to become an international team with leading technology.

Responsibilities
- Responsible for the technical research and development of AI Agent, improving the application capabilities of large models on XR devices, including the construction of basic capabilities such as Multi-Agent frameworks and evaluation mechanisms.
- Explore innovative methods and technologies in the Agent field, propose more advanced Agent paradigms, and lead the development of industry technologies.
- Research Agent-oriented evaluation methods and construct an Agent evaluation system.
- Design and implement user-friendly and efficient peripheral toolkits for Agent development, improve development efficiency, lower the threshold for using Agent technologies, and ensure delivery quality.

Minimum Qualifications
- Proficient in at least one programming language including C++, Python and Go; project development experience is preferred.
- Have an in-depth understanding of large models, be familiar with the technical principles and application methods of LLM, and possess experience in Agent system design and implementation.
- Be familiar with key Agent technologies such as Memory mechanism, RAG, tool calling, planning and execution, with relevant practical experience.
- Have an in-depth understanding of Agent-related technical methods; experience in reinforcement learning and planning algorithm practice is a plus.
- Be passionate about AI native applications, capable of quickly reproducing papers and engineering implementation; contributors to top conference papers or open-source projects are a plus.

Preferred Qualifications
- Hands-on experience with XR/VR devices and related technologies.
- Demonstrated innovation skills with a proactive approach to exploring new AI technologies and application scenarios.",2132,https://joinbytedance.com/search/7632366787121088773,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,,,,,,
A122907,Principal Product Manager - IaaS AI Infra,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the team
We are the product management team for the Compute service of the volcano engine, which is the cloud service provided by ByteDance. It includes all the different types of compute instances and the supporting services built around it, such as Autoscaling, Server Migration and Systems Manager. Both the business and the team are growing rapidly as we are building the next generation AI infrastructure and innovate on behalf of our customers. We are a team with diverse backgrounds and we strive to provide everyone in the team with great opportunities to learn and grow.

Responsibilities:
We are currently hiring product managers to build our next generation compute services to power large-scale AI infrastructure. The candidate will need to:
- Work closely with internal and external customers as well as sales and solution architects to collect customer needs and feedback.
- Work with the R&D team to clarify and prioritize product needs and design product features accordingly.
- Define product go to market strategy, including positioning, pricing, promotion as well as lifecycle management.
- Define product goals and core business metrics, and continuously track these metrics to improve our products.
- Manage and maintain product roadmaps and be able to articulate the value of each feature to customers.
- Perform competitive analysis, track industry technology trends to feed into the product planning.

Minimum Qualification:
- Technical background with more than 3 years of experience as a ToB product manager
- Deep understanding of the cloud industry
- Some level of understanding of virtualization, networking, storage, server hardware, containers, etc.
- Be able to prioritize and maximize the product value for our customers
- Be curious about new technologies and new industry trends in areas such as cloud infrastructure, deep learning, big data, and security

Preferred Qualification:
- Previous experiences with large CSPs(Cloud Service Providers) are preferred
- Excellent communication skills and be able to work closely with various stakeholders to achieve product goals
- Strong analytical skills and strong execution",2160,https://joinbytedance.com/search/7463293367725787399,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,Product,,,false,,,,,,
A233972C,North America - Overseas Offline Sales Manager- PICO- San Jose,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the team
PICO Enteprise team connects the business world with XR technology and devices. We offer the broadest range of models to meet any use-case where XR can impact patient care, corporate training, location based entertainment, or educating the next generation of students.The new business commercial director will have existing commercial relationships with at least one of the following vertical areas: Training, Education, Healthcare, or LBE. This person will make connections between ISV and end customer to ensure that PICO maintains it's leadership position as the primary dedicated enterprise XR devices company.

As the Overseas Offline Sales Manager, you will be the architect of PICO’s physical retail presence across international markets. You are responsible for building and managing a robust offline distribution network, ensuring brand consistency in experience centers, and driving massive sell-through via retail partners. You must embrace challenges in diverse regulatory environments and lead PICO to become the top brand in offline channels.

Responsibilities：
1. Global Channel Architecture & Expansion
- Market Entry: Identify and penetrate ""Greenfield"" markets, establishing PICO’s offline footprint from 0 to 1.
- Distributor Management: Recruit and manage top-tier national distributors. Handle complex negotiations with a candid and direct style to ensure favorable commercial terms.
- Retail Partnerships: Secure prime ""Experience Zone"" placements in major global electronics retailers (e.g., Best Buy, MediaMarkt, Harvey Norman, Jarir).
2. Operational Excellence & Delivery
- Sell-through Ownership: Move beyond ""Sell-in"" to take full accountability for retail ""Sell-out"" performance.
- Inventory & Logistics: Partner with Supply Chain to optimize global stock turnover and minimize aged inventory across overseas warehouses.
- Cost-per-Sale Optimization: Manage the regional sales budget, maximizing the ROI of Marketing Development Funds (MDF).
3. In-Store Experience & Field Force Management
- Experience-Led Sales: Standardize the VR/MR demo flow to ensure every customer has a ""Wow"" moment within the first 3 minutes.
- Agency Governance: Oversee third-party field-force agencies. Ensure promoters are highly trained, ""PICO-certified,"" and hitting their daily conversion targets.
- Visual Merchandising (VM): Audit global retail displays to ensure PICO’s premium brand image is maintained across all latitudes.
4. Stakeholder & Strategic Alignment
- Bridge the gap between Global HQ (Product/R&D) and North America Markets to ensure product roadmaps align with overseas consumer feedback.
- Coordinate with Legal/Compliance on international trade regulations and data residency requirements.

Minimum Qualifications:
- 5+ years of experience in International Offline Sales or Channel Management within premium Consumer Electronics (e.g., Smartphones, Drones, High-end Gaming).
- Proven experience managing multi-country territories.
- Willingness and ability to travel internationally (approximately 10–20%).
- Strong results-driven mindset with the ability to perform under high-demand KPIs.
- Excellent communication skills with the ability to manage challenging partners professionally and diplomatically.

Preferred Qualifications
- Experience working across diverse global markets with a strong understanding of regional sales dynamics.
- Demonstrated ability to build and maintain long-term partner relationships based on trust and performance.
- Experience handling complex stakeholder situations and leading difficult business conversations.
- Track record of consistently exceeding sales targets in fast-pace environments.
- Exposure to premium or high-growth consumer technology segments.",3741,https://joinbytedance.com/search/7629834856894810373,,https://www.linkedin.com/jobs/view/4460044809,2026-08-31,25,among first 25,,matched,title,2026-09-19,2026-09-19T06:49:39,2026-09-23,,23,startDate+linkedin,true,0,,,,,Sales,2026-08-31,,true,,,,,,
A141132,Software Development Engineer - Cloud Native Databases,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the Team
Join ByteDance’s database development team, where you’ll build and own cutting-edge database products supporting ByteDance’s global infrastructure. Our diverse portfolio includes relational databases, distributed caches, key-value stores, document databases, graph databases, wide-column stores, search engines, and multi-model databases. In this role, you’ll have the opportunity to enhance these services in a cloud-native environment, embracing a culture of intellectual curiosity, self-direction, and problem-solving. We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving.

We are looking for candidates to work in an open, agile, and highly collaborative environment in the following areas:
- Query Processing, including query execution, query optimization, system catalog, database schema management, etc.
- Distributed Processing, including distributed transactions, distributed lock management, logging/recovery, replication, intra-cluster communication etc.
- Distributed Storage including blob storage, key-value stores such as rocksdb, ETCD or Zookeeper etc.
- Cluster and system management including database scale out, high availability, backup/restore, database monitoring, observability and serviceability frameworks and tools including telemetry collection, performance and crash diagnostics etc.

Responsibilities
- Partner with PMs and engineers from different teams on building backend support for cloud database service products.
- Design and development of core database system functionalities and related tools.
- Conduct performance and scalability tests and research innovative ideas for improvement.
- Design and implement comprehensive unit, functional and system-test for product quality.
- Participate in release and deployment process.
- Debug, conduct root cause analysis, diagnose defects.
- Solve unique, large-scale, highly complex cloud infrastructure problems
- Participate in the team’s on-call rotation to keep services operational and highly available

Minimum Qualifications:
- Experience with query processing including execution and query optimization, transaction management, storage management, back and restore,
- Experience building a large-scale high performance database platform.
- Storage systems experience.
- Distributed systems experience.
- Strong C/C++, Go or Java programming skills.
- Knowledge and experience with Linux shell and other scripting languages such as Python etc.

Preferred Qualifications:
- BS or a higher degree in Computer Science, Computer Engineering, or other related fields.
- 3+ years industry experience in system or database internals programming.
- Expertise in software engineering life cycle from previous internship, work experience, coding competitions, or publications.
- Curiosity about new technologies, innovation and entrepreneurship.
- High levels of creativity and quick problem-solving capabilities.
- A results oriented attitude and able to deliver high quality code in a fast-paced, dynamic agile team environment.
- MySQL/PostgreSQL software development experience is a plus.",3126,https://joinbytedance.com/search/7537351274845899026,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,4,198000,201000,206000,subset,Software Development Engineer
A208252,Technical Project Manager - Data Center Development,bytedance,ByteDance,Full time,,,,Ashburn,1,Ashburn,false,,United States of America,,0,"ByteDance Data Center Development team is responsible for building Data Center and Network in the AMS region. Our work involves, but not limiting to, data center innovation, implementing advanced technologies and renewable energy to achieve carbon-neutrality, rapid project delivery, capacity planning, process and risk control, cost management, etc. Our objective is to provide ByteDance with efficient Data Center infrastructure services to support our business growth.

The Global Delivery Management team is mainly responsible for site selection, acquisition, and project delivery.

Key job responsibilities include:
- Lead End-to-End project delivery of data centers, covering greenfield development, design, construction, MEP installation, commissioning, white space fit-out, fiber/cabling works, network provisioning, server deployment, and operational handover.
- Own End-to-End delivery across scope / schedule / quality / risk, including change control and decision logging.
- Manage and validate overall project schedules from data center providers, ensuring alignment with internal milestones and delivery targets.
- Own delivery of Electrical and Telecom fit-out within data halls, including busway, RPPs, containment, and structured cabling infrastructure.
- Drive cross-functional coordination across Design, Construction, Network, Security, and Operations teams to ensure seamless project execution.
- Support site selection and due diligence activities across the AMS region, including technical feasibility assessments and infrastructure readiness reviews.
- Lead and coordinate technical design reviews and submittal approvals for data center infrastructure construction.
- Support local operations teams during post-handover stabilization, including defect resolution, punch-list closure, and performance optimization.
- Foster strong cross-functional communication and stakeholder alignment to ensure risk visibility and on-time delivery.

Minimum Qualifications
- 3+ years of experience in technical program/project management or mission-critical construction delivery (data centers, labs, semiconductor, hospitals, etc.).
- Demonstrated experience managing scope, schedule, budget, resources, quality, and risk, including executive reporting.
- Working knowledge of data center infrastructure: Construction, commissioning, white space fit-out, and network/fiber dependencies.
- Strong cross-functional leadership: ability to align Design/Construction/Ops/Network/Security stakeholders and unblock execution.

Preferred Qualifications
- Experience in data hall fit-out delivery is a plus, including white space design / build, commissioning, telecom / fiber cabling, network provisioning support, security systems construction, server deployment, and final data hall handover.
- Proficiency with project scheduling and program management tools (e.g., Primavera P6, Microsoft Project, SharePoint/other collaboration tools) is a plus.
- Understanding of data center construction and fit-out sequencing, critical path planning, and interdependencies across MEP, commissioning, and network readiness is a plus.
- Strong ability to collaborate across Construction, Operations, Fiber, Network, and Security teams during construction, handover, and power-on/go-live phases.",3288,https://joinbytedance.com/search/7610890752677267717,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,,,,,,
A59236,Senior Research Scientist/Engineer - AI Infrastructure ,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"We are seeking an experienced Research Scientist or Engineer to help define and build the next generation of AI infrastructure. In this role, you will work at the intersection of large-scale systems, AI, and emerging hardware to design infrastructure that enables reliable, efficient, and scalable AI workloads at ByteDance.

You will work closely with tech leaders, architects, and product teams to translate evolving AI requirements into robust infrastructure architectures. The role involves identifying emerging trends in AI algorithms and systems, designing scalable system architectures, and driving innovations that improve performance, reliability, and cost efficiency across the AI stack.

About the team:
We are a lean architect & research team responsible for defining the next generation of AI infrastructure at Bytedance. AI is a fast-evolving horizon — pretraining, RL, and agentic workloads each reshape the requirements faster than traditional cloud abstractions can absorb — and our team is built to keep pace rather than simply react. We approach the problem as an end-to-end AI factory: a tightly coupled production system spanning data, applications, software infrastructure, chips, energy, and the broader supply chain. In this role, you will work at the intersection of large-scale systems, AI, emerging hardware, and the cognitive foundations of intelligent agents — including next-generation AI memory systems informed by cognitive science and psychology — designing scalable architectures and driving innovations across the full AI factory stack.

Responsibilities:
AI Factory Architecture
- Design and evaluate scalable architectures across the full AI factory — compute, storage, networking, chips, power, and the data and application layers — for large-scale training, RL, and inference workloads. Develop technical proposals for supply-chain and energy constraints alongside silicon and software trade-offs.

Research & Technology Exploration
- Track emerging trends across AI systems, distributed training and RL, and hardware acceleration, as well as adjacent fields such as cognitive science and psychology that inform AI memory and reasoning substrates. Build prototypes and share insights through technical reports.

AI Memory & System Performance Optimization
- Analyze and optimize performance across the ML stack — scheduling, networking, storage, training and RL frameworks, and emerging AI memory systems for long-horizon agents — through benchmarking and bottleneck analysis.

Cross-Team Technical Alignment
- Work across research, engineering, hardware, data-center, and product teams to translate AI workload requirements into scalable solutions and drive cross-team initiatives spanning the full AI factory.

Minimum Qualifications:
- Individuals who are completing or recently completed a PhD in Computer Science, Computer Engineering, Electrical Engineering, or a related technical discipline. Backgrounds in cognitive science, computational neuroscience, or psychology are also welcome when paired with strong systems fundamentals.
- Experience in distributed systems, infrastructure engineering, or ML systems — including exposure to large-scale training or RL pipelines — and comfort evaluating trade-offs across hardware, software, algorithms, energy, and supply-chain constraints.
- Strong proficiency in integrating AI tools into knowledge discovery and research workflows.
- Demonstrated ability to learn quickly and stay productive on a fast-evolving technical horizon.
- Excellent communication skills to collaborate across teams.

Preferred Qualifications:
- Experience with large-scale model training and inference — distributed pretraining, post-training, RL, KV cache–aware serving, GPU/accelerator optimization, and high-performance networking (e.g., RDMA, NCCL).
- Experience with heterogeneous AI compute systems, large-scale training clusters, HPC-style distributed workloads, and data pipelines for training and evaluation.
- Familiarity with AI memory systems, retrieval-augmented architectures, or agent long-term memory designs — bonus for exposure to cognitive-science or psychology literature on memory and reasoning.
- Exposure to chip-level design, data-center energy and cooling, or AI hardware supply-chain considerations across the AI factory.
- Publications in systems and/or machine learning conferences (e.g., NeurIPS, OSDI, SOSP, ASPLOS, MLSys).
- Contributions to open-source projects.",4463,https://joinbytedance.com/search/7600946112012912901,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,45,192370,245000,318947,subset,Research Scientist
A157801,Network Engineer -Operation,bytedance,ByteDance,Full time,,,,San Jose,1,San Jose,false,,United States of America,,0,"About the team
ByteDance Networking brings together innovative ideas and technologies from network architecture, software defined networking (SDN), network virtualization, switch software and hardware co-design, and high-speed networking, to create hyperscale data-center networking solutions that power several of the most popular apps of the world such as Douyin and TikTok which serve hundreds of millions of users around the globe.

ByteDance Networking is responsible for designing, building, and operating the global, intelligent network infrastructure to meet the requirements of high availability, scalability, and high-performance. By joining this team, you will gain marketable software development and/or network operation experiences in data center networking at massive scale.

Responsibilities
- Act as a key engineer responsible for ByteDance's global network incident response and operational stability, including backbone, data center, public cloud, Edge/CDN and Network GWs.
- Support the day-to-day operations of the Non-CN global network infrastructure and responder for network incidents and emergencies, leading troubleshooting, mitigation, and service restoration during network failures.
- Partner with the 24*7 NOC team as a second-line (L2) operations engineer, collaborating with engineers across multiple time zones to ensure continuous 24*7 global network operations.
- Collaborate with network architecture, deployment, and software engineering teams to improve operational tooling, monitoring platforms, and automation systems.
- Coordinate with ISPs, vendors, and internal engineering teams to diagnose and resolve network issues as well as conduct post-incident root cause analysis (RCA) and drive remediation to prevent recurrence.
- Support network maintenance and change activities, including operational checks and post-change monitoring.

Minimum Qualifications
- Bachelor’s degree in Computer Science, Information Technology, Engineering, Mathematics, or a related technical field, or equivalent practical experience.
- 2+ years of experience in network operations, network support, or network engineering.
- Good understanding of network protocols including TCP/IP, DHCP, BGP, OSPF/IS-IS and MPLS related technologies.
- Strong sense of ownership with the ability to troubleshoot and resolve network incidents under ambiguity, including timely response during critical outages.
- Good communication skills and the ability to collaborate across global teams.

Preferred Qualifications
- Experience working in large-scale data center networks, cloud infrastructure, OTT platforms, or ISP environments.
- Experience in incident management, operational process optimization, and network troubleshooting.
- Experience working with network vendors, ISPs, and service providers.
- Familiarity with network automation tools or scripting languages such as Python or Shell.",2903,https://joinbytedance.com/search/7605340872331807029,,,,,,,no_match,,2026-09-19,,2026-09-23,,,,true,0,,,,,R&D,,,false,4,220122,266500,305500,subset,Network Engineer
